prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
122,BABA,"Then, Shannon and Rebecca had a long argument, and afterwards Shannon said to Rebecca","Then, Rebecca and Shannon had a long argument, and afterwards Rebecca said to Shannon",Rebecca,Shannon,Shannon,Rebecca,43057,54673,54673,43057,15,house,bone
123,BABA,"Then, Lindsey and Samantha went to the station. Lindsey gave a snack to Samantha","Then, Samantha and Lindsey went to the station. Samantha gave a snack to Lindsey",Samantha,Lindsey,Lindsey,Samantha,73605,95807,95807,73605,15,station,snack
124,BABA,"After Andrea and Christine went to the office, Andrea gave a basketball to Christine","After Christine and Andrea went to the office, Christine gave a basketball to Andrea",Christine,Andrea,Andrea,Christine,45698,32492,32492,45698,14,office,basketball
125,ABBA,"Then, Robert and Thomas were thinking about going to the school. Thomas wanted to give a snack to Robert","Then, Thomas and Robert were thinking about going to the school. Robert wanted to give a snack to Thomas",Robert,Thomas,Thomas,Robert,7866,7536,7536,7866,20,school,snack
126,BABA,"Then, Jose and Mary were thinking about going to the office. Jose wanted to give a ring to Mary","Then, Mary and Jose were thinking about going to the office. Mary wanted to give a ring to Jose",Mary,Jose,Jose,Mary,7473,8289,8289,7473,20,office,ring
127,BABA,"Then, Brian and Lauren were working at the school. Brian decided to give a necklace to Lauren","Then, Lauren and Brian were working at the school. Lauren decided to give a necklace to Brian",Lauren,Brian,Brian,Lauren,31868,19924,19924,31868,18,school,necklace
128,BABA,"Then, Brittany and Kevin had a lot of fun at the hospital. Brittany gave a ring to Kevin","Then, Kevin and Brittany had a lot of fun at the hospital. Kevin gave a ring to Brittany",Kevin,Brittany,Brittany,Kevin,19934,92030,92030,19934,19,hospital,ring
129,ABBA,"Then, Nicole and James were working at the house. James decided to give a snack to Nicole","Then, James and Nicole were working at the house. Nicole decided to give a snack to James",Nicole,James,James,Nicole,42462,6110,6110,42462,18,house,snack
130,ABBA,"Then, Bradley and Adam were working at the station. Adam decided to give a snack to Bradley","Then, Adam and Bradley were working at the station. Bradley decided to give a snack to Adam",Bradley,Adam,Adam,Bradley,42915,14876,14876,42915,18,station,snack
131,BABA,"Then, Robert and Jessica were working at the school. Robert decided to give a drink to Jessica","Then, Jessica and Robert were working at the school. Jessica decided to give a drink to Robert",Jessica,Robert,Robert,Jessica,36171,7866,7866,36171,18,school,drink
132,BABA,"Then, Rachel and Megan went to the office. Rachel gave a snack to Megan","Then, Megan and Rachel went to the office. Megan gave a snack to Rachel",Megan,Rachel,Rachel,Megan,58914,32758,32758,58914,15,office,snack
133,ABBA,"Then, Nathan and Danielle were working at the office. Danielle decided to give a necklace to Nathan","Then, Danielle and Nathan were working at the office. Nathan decided to give a necklace to Danielle",Nathan,Danielle,Danielle,Nathan,32743,84486,84486,32743,18,office,necklace
134,BABA,"Then, Steven and Rebecca went to the hospital. Steven gave a basketball to Rebecca","Then, Rebecca and Steven went to the hospital. Rebecca gave a basketball to Steven",Rebecca,Steven,Steven,Rebecca,43057,23114,23114,43057,15,hospital,basketball
135,ABBA,"After Courtney and Nicole went to the garden, Nicole gave a bone to Courtney","After Nicole and Courtney went to the garden, Courtney gave a bone to Nicole",Courtney,Nicole,Nicole,Courtney,81161,42462,42462,81161,14,garden,bone
136,BABA,"When Alicia and Heather got a computer at the hospital, Alicia decided to give it to Heather","When Heather and Alicia got a computer at the hospital, Heather decided to give it to Alicia",Heather,Alicia,Alicia,Heather,51593,77804,77804,51593,17,hospital,computer
137,ABBA,"After Nicole and Christina went to the office, Christina gave a bone to Nicole","After Christina and Nicole went to the office, Nicole gave a bone to Christina",Nicole,Christina,Christina,Nicole,42462,58025,58025,42462,14,office,bone
138,ABBA,"When Christopher and Shannon got a computer at the restaurant, Shannon decided to give it to Christopher","When Shannon and Christopher got a computer at the restaurant, Christopher decided to give it to Shannon",Christopher,Shannon,Shannon,Christopher,27402,54673,54673,27402,17,restaurant,computer
139,ABBA,"Then, Joshua and Paul had a lot of fun at the restaurant. Paul gave a snack to Joshua","Then, Paul and Joshua had a lot of fun at the restaurant. Joshua gave a snack to Paul",Joshua,Paul,Paul,Joshua,39555,6369,6369,39555,19,restaurant,snack
140,ABBA,"After Christopher and Scott went to the station, Scott gave a snack to Christopher","After Scott and Christopher went to the station, Christopher gave a snack to Scott",Christopher,Scott,Scott,Christopher,27402,12511,12511,27402,14,station,snack
141,BABA,"Then, Brian and Brittany were working at the hospital. Brian decided to give a snack to Brittany","Then, Brittany and Brian were working at the hospital. Brittany decided to give a snack to Brian",Brittany,Brian,Brian,Brittany,92030,19924,19924,92030,18,hospital,snack
142,ABBA,"After Daniel and Tiffany went to the garden, Tiffany gave a ring to Daniel","After Tiffany and Daniel went to the garden, Daniel gave a ring to Tiffany",Daniel,Tiffany,Tiffany,Daniel,10754,78477,78477,10754,14,garden,ring
143,ABBA,"Then, Sarah and Tyler went to the garden. Tyler gave a basketball to Sarah","Then, Tyler and Sarah went to the garden. Sarah gave a basketball to Tyler",Sarah,Tyler,Tyler,Sarah,19400,35975,35975,19400,15,garden,basketball
144,ABBA,"After Angela and Bradley went to the school, Bradley gave a drink to Angela","After Bradley and Angela went to the school, Angela gave a drink to Bradley",Angela,Bradley,Bradley,Angela,43971,42915,42915,43971,14,school,drink
145,BABA,"Then, Kyle and Aaron were working at the house. Kyle decided to give a computer to Aaron","Then, Aaron and Kyle were working at the house. Aaron decided to give a computer to Kyle",Aaron,Kyle,Kyle,Aaron,32057,40358,40358,32057,18,house,computer
146,BABA,"Then, Amanda and Travis were thinking about going to the garden. Amanda wanted to give a basketball to Travis","Then, Travis and Amanda were thinking about going to the garden. Travis wanted to give a basketball to Amanda",Travis,Amanda,Amanda,Travis,52664,43069,43069,52664,20,garden,basketball
147,BABA,"Then, Kevin and Heather had a long argument, and afterwards Kevin said to Heather","Then, Heather and Kevin had a long argument, and afterwards Heather said to Kevin",Heather,Kevin,Kevin,Heather,51593,19934,19934,51593,15,garden,bone
148,BABA,"When Paul and Stephanie got a ring at the restaurant, Paul decided to give it to Stephanie","When Stephanie and Paul got a ring at the restaurant, Stephanie decided to give it to Paul",Stephanie,Paul,Paul,Stephanie,55361,6369,6369,55361,17,restaurant,ring
149,BABA,"After Katie and Charles went to the station, Katie gave a computer to Charles","After Charles and Katie went to the station, Charles gave a computer to Katie",Charles,Katie,Katie,Charles,8868,46526,46526,8868,14,station,computer
150,ABBA,"Then, Elizabeth and Timothy had a lot of fun at the hospital. Timothy gave a snack to Elizabeth","Then, Timothy and Elizabeth had a lot of fun at the hospital. Elizabeth gave a snack to Timothy",Elizabeth,Timothy,Timothy,Elizabeth,15419,44708,44708,15419,19,hospital,snack
151,ABBA,"After Jesse and Elizabeth went to the school, Elizabeth gave a drink to Jesse","After Elizabeth and Jesse went to the school, Jesse gave a drink to Elizabeth",Jesse,Elizabeth,Elizabeth,Jesse,46041,15419,15419,46041,14,school,drink
152,ABBA,"After Dustin and Eric went to the restaurant, Eric gave a computer to Dustin","After Eric and Dustin went to the restaurant, Dustin gave a computer to Eric",Dustin,Eric,Eric,Dustin,116288,19288,19288,116288,14,restaurant,computer
153,ABBA,"Then, Justin and David were thinking about going to the restaurant. David wanted to give a computer to Justin","Then, David and Justin were thinking about going to the restaurant. Justin wanted to give a computer to David",Justin,David,David,Justin,27031,6046,6046,27031,20,restaurant,computer
154,BABA,"Then, Tyler and Cody were thinking about going to the station. Tyler wanted to give a kiss to Cody","Then, Cody and Tyler were thinking about going to the station. Cody wanted to give a kiss to Tyler",Cody,Tyler,Tyler,Cody,67768,35975,35975,67768,20,station,kiss
155,BABA,"Then, Kyle and Katie were working at the house. Kyle decided to give a computer to Katie","Then, Katie and Kyle were working at the house. Katie decided to give a computer to Kyle",Katie,Kyle,Kyle,Katie,46526,40358,40358,46526,18,house,computer
156,ABBA,"Then, Dustin and Erin were working at the garden. Erin decided to give a ring to Dustin","Then, Erin and Dustin were working at the garden. Dustin decided to give a ring to Erin",Dustin,Erin,Erin,Dustin,116288,42201,42201,116288,18,garden,ring
157,BABA,"After Lauren and Alicia went to the hospital, Lauren gave a ring to Alicia","After Alicia and Lauren went to the hospital, Alicia gave a ring to Lauren",Alicia,Lauren,Lauren,Alicia,77804,31868,31868,77804,14,hospital,ring
158,ABBA,"After Elizabeth and Alexander went to the store, Alexander gave a computer to Elizabeth","After Alexander and Elizabeth went to the store, Elizabeth gave a computer to Alexander",Elizabeth,Alexander,Alexander,Elizabeth,15419,16188,16188,15419,14,store,computer
159,BABA,"Then, Bradley and Jennifer were thinking about going to the restaurant. Bradley wanted to give a snack to Jennifer","Then, Jennifer and Bradley were thinking about going to the restaurant. Jennifer wanted to give a snack to Bradley",Jennifer,Bradley,Bradley,Jennifer,30904,42915,42915,30904,20,restaurant,snack
160,ABBA,"Then, Lindsey and Aaron were working at the restaurant. Aaron decided to give a drink to Lindsey","Then, Aaron and Lindsey were working at the restaurant. Lindsey decided to give a drink to Aaron",Lindsey,Aaron,Aaron,Lindsey,95807,32057,32057,95807,18,restaurant,drink
161,BABA,"Then, Robert and Sean had a long argument, and afterwards Robert said to Sean","Then, Sean and Robert had a long argument, and afterwards Sean said to Robert",Sean,Robert,Robert,Sean,34723,7866,7866,34723,15,office,drink
162,ABBA,"Then, Lauren and Jose had a long argument, and afterwards Jose said to Lauren","Then, Jose and Lauren had a long argument, and afterwards Lauren said to Jose",Lauren,Jose,Jose,Lauren,31868,8289,8289,31868,15,restaurant,necklace
163,BABA,"After Erin and Katie went to the house, Erin gave a ring to Katie","After Katie and Erin went to the house, Katie gave a ring to Erin",Katie,Erin,Erin,Katie,46526,42201,42201,46526,14,house,ring
164,BABA,"Then, Laura and Robert were working at the office. Laura decided to give a kiss to Robert","Then, Robert and Laura were working at the office. Robert decided to give a kiss to Laura",Robert,Laura,Laura,Robert,7866,24277,24277,7866,18,office,kiss
165,BABA,"Then, Kelly and Tiffany had a lot of fun at the station. Kelly gave a drink to Tiffany","Then, Tiffany and Kelly had a lot of fun at the station. Tiffany gave a drink to Kelly",Tiffany,Kelly,Kelly,Tiffany,78477,20950,20950,78477,19,station,drink
166,ABBA,"Then, Nicole and Samantha had a lot of fun at the station. Samantha gave a snack to Nicole","Then, Samantha and Nicole had a lot of fun at the station. Nicole gave a snack to Samantha",Nicole,Samantha,Samantha,Nicole,42462,73605,73605,42462,19,station,snack
167,BABA,"Then, Anthony and Joshua had a lot of fun at the restaurant. Anthony gave a computer to Joshua","Then, Joshua and Anthony had a lot of fun at the restaurant. Joshua gave a computer to Anthony",Joshua,Anthony,Anthony,Joshua,39555,21504,21504,39555,19,restaurant,computer
168,BABA,"Then, Sean and Lindsay were working at the store. Sean decided to give a basketball to Lindsay","Then, Lindsay and Sean were working at the store. Lindsay decided to give a basketball to Sean",Lindsay,Sean,Sean,Lindsay,61987,34723,34723,61987,18,store,basketball
169,BABA,"Then, Rachel and William went to the store. Rachel gave a drink to William","Then, William and Rachel went to the store. William gave a drink to Rachel",William,Rachel,Rachel,William,7130,32758,32758,7130,15,store,drink
170,ABBA,"After Eric and Andrew went to the garden, Andrew gave a bone to Eric","After Andrew and Eric went to the garden, Eric gave a bone to Andrew",Eric,Andrew,Andrew,Eric,19288,15970,15970,19288,14,garden,bone
171,BABA,"Then, Christina and Vanessa were working at the hospital. Christina decided to give a drink to Vanessa","Then, Vanessa and Christina were working at the hospital. Vanessa decided to give a drink to Christina",Vanessa,Christina,Christina,Vanessa,68439,58025,58025,68439,18,hospital,drink
172,ABBA,"Then, Patrick and Stephen were thinking about going to the station. Stephen wanted to give a bone to Patrick","Then, Stephen and Patrick were thinking about going to the station. Patrick wanted to give a bone to Stephen",Patrick,Stephen,Stephen,Patrick,19785,18653,18653,19785,20,station,bone
173,BABA,"After Gregory and Nicole went to the restaurant, Gregory gave a kiss to Nicole","After Nicole and Gregory went to the restaurant, Nicole gave a kiss to Gregory",Nicole,Gregory,Gregory,Nicole,42462,39706,39706,42462,14,restaurant,kiss
174,ABBA,"When Samuel and Benjamin got a ring at the hospital, Benjamin decided to give it to Samuel","When Benjamin and Samuel got a ring at the hospital, Samuel decided to give it to Benjamin",Samuel,Benjamin,Benjamin,Samuel,19784,27316,27316,19784,17,hospital,ring
175,ABBA,"When Courtney and Kyle got a bone at the station, Kyle decided to give it to Courtney","When Kyle and Courtney got a bone at the station, Courtney decided to give it to Kyle",Courtney,Kyle,Kyle,Courtney,81161,40358,40358,81161,17,station,bone
